hv=0.00
time=605.78
-2.972934,19.029930,-0.308602,48.000000
-2.971244,19.030024,-0.308485,48.000000
-2.968202,19.030114,-0.308386,48.000000
-2.966193,19.030198,-0.308257,48.000000
-2.964413,19.030247,-0.308212,48.000000
-2.962765,19.030349,-0.308043,48.000000
-2.960173,19.030454,-0.307907,48.000000
-2.960202,19.030595,-0.307587,48.000000
-2.963286,19.030735,-0.307182,48.000000
-2.967803,19.030869,-0.306761,48.000000
-2.972484,19.030981,-0.306380,48.000000
-2.975724,19.031018,-0.306180,48.000000
-2.976947,19.031053,-0.306026,48.000000
-2.975621,19.031102,-0.305920,48.000000
-2.975080,19.031146,-0.305794,48.000000
-2.979708,19.031176,-0.305533,48.000000
-2.987646,19.031209,-0.305188,48.000000
-2.995578,19.031233,-0.304892,48.000000
-2.997341,19.031260,-0.304765,48.000000
-2.998827,19.031314,-0.304556,48.000000
-3.001943,19.031386,-0.304263,48.000000
-2.997859,19.031455,-0.304173,48.000000
-2.992837,19.031523,-0.304130,48.000000
-2.988301,19.031596,-0.304073,48.000000
-2.983556,19.031639,-0.304096,48.000000
-2.978627,19.031656,-0.304178,48.000000
-2.976880,19.031621,-0.304270,48.000000
-2.976371,19.031576,-0.304341,48.000000
-2.966707,19.029905,-0.308885,48.000000
-2.965140,19.030004,-0.308762,48.000000
-2.963097,19.030085,-0.308653,48.000000
-2.961426,19.030131,-0.308611,48.000000
-2.959344,19.030169,-0.308613,48.000000
-2.956937,19.030249,-0.308535,48.000000
-2.953761,19.030359,-0.308412,48.000000
-2.954603,19.030494,-0.308094,48.000000
-2.958559,19.030637,-0.307668,48.000000
-2.962340,19.030760,-0.307293,48.000000
-2.965223,19.030841,-0.307010,48.000000
-2.968416,19.030894,-0.306774,48.000000
-2.971496,19.030948,-0.306537,48.000000
-2.972268,19.030996,-0.306369,48.000000
-2.978673,19.031027,-0.306052,48.000000
-2.986247,19.031059,-0.305709,48.000000
-2.994622,19.031095,-0.305356,48.000000
-2.997645,19.031137,-0.305157,48.000000
-2.999529,19.031191,-0.304958,48.000000
-3.002956,19.031273,-0.304650,48.000000
-3.004858,19.031349,-0.304378,48.000000
-3.002228,19.031418,-0.304261,48.000000
-2.998526,19.031473,-0.304209,48.000000
